用語,読み,訳語候補番号,訳語候補,使い分け基準,用例(和文),用例(英文),用例出典,注釈1,注釈2
援用,えんよう,2,reference,その他資料等の援用,,,,,【動詞】援用する: make a reference
援用,えんよう,3,citation,その他資料等の援用,,,,【注】（出典）刑訴法378条・379条,
押印,おういん,,seal,,,,,,【動詞】押印する: affix a seal
押収,おうしゅう,,seizure,,,,,,【動詞】押収する: seize
押収物,おうしゅうぶつ,,seized article,,,,,,
応訴管轄,おうそかんかつ,,jurisdiction by appearance,,,,,,
応当する日,おうとうするひ,1,corresponding day,,最後の月に応当する日がないときは,where there is no corresponding day in the last month,特許法第3条第1項第2号,,
応当する日,おうとうするひ,2,day corresponding to,「～に応当する日」のような用例の場合,その起算日に応当する日の前日に,on the preceding day of the day corresponding to the first day of the calculation,特許法第3条第1項第2号,,
往来危険,おうらいきけん,,endangering traffic,,,,,,
往来妨害,おうらいぼうがい,,obstructing traffic,,,,,,
横領,おうりょう,,embezzlement,,,,,,【動詞】横領する: embezzle
公の秩序又は善良の風俗,おおやけのちつじょまたはぜんりょうのふうぞく,,public policy,,,,,,
犯す,おかす,,commit,,,,,,
汚職,おしょく,,corruption,,,,,,
汚水,おすい,1,polluted water,有毒物質に汚染された水,,,,,
汚水,おすい,2,sewage,下水,,,,,
汚水,おすい,3,filthy water,汚い水,,,,,
汚染,おせん,1,pollution,原則,ダイオキシン類による土壌の汚染,soil pollution by dioxins,ダイオキシン類対策特別措置法第29条第1項,,
汚染,おせん,2,contamination,放射能、毒物等による汚染,核燃料物質によって汚染された物,material contaminated by nuclear fuel material,核原料物質、核燃料物質及び原子炉の規制に関する法律,,
汚染状態,おせんじょうたい,1,condition of pollution,,,,,,
汚染状態,おせんじょうたい,2,polluted condition,,,,,,
おそれ,おそれ,1,risk,,個人の権利利益が害されるおそれがないと認められるとき,when it is found that there is no risk of harm to an individual's rights and interest,,,
おそれ,おそれ,1,risk,,公共の利益が著しく阻害されるおそれ,a risk of extreme impairment of public interest,電気通信事業法第29条,,
おそれ,おそれ,2,likelihood,,証人が著しく不安又は緊張を覚えるおそれがある,the witness is likely to feel extreme anxiety or tension,刑訴法第157条の2,,
おそれ,おそれ,2,likelihood,,営業上の利益を侵害され、又は侵害されるおそれがある会社,"Any Company the enterprise interests of which have been, or are likely to be, infringed",会社法第8条第1項,,
おそれ,おそれ,2,likelihood,,,,,,【関連】…のおそれがある: be likely to
おそれ,おそれ,3,threat,,紛争のおそれ,threat of a dispute,,,
汚濁,おだく,,pollution,,,,,,
親会社,おやがいしゃ,,parent company,,,,,,
親子,おやこ,1,parent and child,原則,,,,,
親子,おやこ,2,parent and subsidiary,組織関係で用いる場合,,,,,
親事業者,おやじぎょうしゃ,,large procuring enterprise,,,,,,
及び,および,,and,,,,,【注】①　同じ要素が３つ以上あるときは、一番最後の結び目のみに「及び」や「並びに」を用い、あとは「、」を用いる。②　分類が２段階以上あるときは、一番小さな分類のみに「及び」を、それより大きな分類には「並びに」を用いる。,
卸売,おろしうり,,wholesale,,,,,,
音楽の著作物,おんがくのちょさくぶつ,,musical work(s),,,,,"【注】通例""works""（複数形）",
恩赦,おんしゃ,,pardon,恩赦,,,,【注】amnestyは主に政治犯を対象とするため、pardonとする。,
恩赦状,おんしゃじょう,,certificate of pardon,,,,,,
海域,かいいき,,sea area,,,,,,
海員,かいいん,,crew member,,,,,,
買受可能価額,かいうけかのうかかく,,minimum purchase price,,,,,,
海外経済協力,かいがいけいざいきょうりょく,,overseas economic cooperation,,,,,,
買掛金,かいかけきん,,accounts payable,会計勘定科目,,,,,
外貨建債券,がいかだてさいけん,,a foreign currency denominated bond,,,,,,
外患援助,がいかんえんじょ,,assistance to enemy,,,,,,
外患誘致,がいかんゆうち,,instigation of foreign aggression,,,,,,
会議,かいぎ,1,meeting,多数の人員が集まって一定事項を討議し、相談するための集まり,審査会は、会長及び二人以上の委員の出席がなければ、会議を開き、議決をすることができない,The Board may neither hold a meeting nor make a resolution unless the Chairperson and two Board members or more attend the meeting,国家公務員倫理法第20条第1項,,
会議,かいぎ,2,council,行政機関としての会議,総合科学技術会議,Council for Science and Technology Policy,,,
会議,かいぎ,2,council,行政機関としての会議,日本学術会議,Science Council of Japan,,,
会議,かいぎ,2,council,行政機関としての会議,,,,【注】ただし、行政機関としての会議であっても、既に確立した英文呼称がある場合にはこの限りではない。,
会議,かいぎ,3,conference,,国際的規模で開催される会議,international conference,出入国管理及び難民認定法第5条,,
会計,かいけい,,accounting,,,,,,
会計監査人,かいけいかんさにん,,financial auditor,,,,,,
会計監査人設置会社,かいけいかんさにんせっちがいしゃ,,company with financial auditor(s),,,,,,
会計監査報告,かいけいかんさほうこく,,financial audit report,,,,,,
会計参与,かいけいさんよ,,accounting advisor,,,,,,
会計参与設置会社,かいけいさんよせっちがいしゃ,,company with accounting advisor(s),,,,,,
会計参与報告,かいけいさんよほうこく,,accounting advisor's report,,,,,,
会計帳簿,かいけいちょうぼ,,accounting books,,,,,,
会計年度,かいけいねんど,,fiscal year,,,,,,
解雇,かいこ,,dismissal,,,,,,
介護,かいご,1,nursing care,原則,,,,,
介護,かいご,2,elderly care,老人介護の場合,,,,,
介護休暇,かいごきゅうか,,caregiver short-term leave,,,,,,
介護休業,かいごきゅうぎょう,,caregiver leave,,,,,,
介護給付,かいごきゅうふ,,nursing care benefit,,,,,,
戒告,かいこく,,admonition,,,,,,
外国,がいこく,1,foreign state,政治体としての「外国」に言及する場合,外国、国際機関、国際団体又は財務大臣の指定する外国の団体若しくは基金から交付される金品でイからホまでに掲げる年金又は金品に類するもの（給与その他対価の性質を有するものを除く。）のうち財務大臣の指定するもの,"anything issued by a foreign state, international organization, or international association; or by a foreign association or fund designated by the Minister of Finance, which is similar to a pension, money, or valuables stated in (a) through (e) (other than pay or anything else in the nature of consideration), and which is as designated by the Minister of Finance.",所得税法第9条第1項第13号ヘ,,
外国,がいこく,2,foreign country,地理的な場所としての「外国」に言及する場合,居住者による外国にある不動産若しくはこれに関する権利の取得又は非居住者による本邦にある不動産若しくはこれに関する権利の取得,"the acquisition by a resident of real property located in a foreign country or rights to it, or the acquisition by a non-resident of real property located in Japan or rights to it;",外国為替及び外国貿易法第20条第10号,,
外国,がいこく,3,foreign,形容詞として使用する場合,法人（法人でない団体で代表者又は管理人の定めのあるものを含み、外国の法令に準拠して設立された法人その他の外国の団体を除く。）であること。,it is a corporation (including an organization without legal personality for which a representative or administrator has been designated and excluding a corporation incorporated based on foreign laws and regulations or any other foreign organization);,金融商品取引法第156条の67第1項第1号,,
外国会社,がいこくがいしゃ,,foreign company,,,,,,
外国管財人,がいこくかんざいにん,,foreign trustee,,,,,,
外国刑,がいこくけい,,foreign punishment,,,,,,
外国語実用新案登録出願,がいこくごじつようしんあんとうろくしゅつがん,,utility model application in foreign language,,,,,,
